"USNM.no.","Species","Day","Month","Year","Locality","County","State.Province","Sex","pop","Region","lat","lon","GRG.no.","Collector","prepartor","tissue.no.","Age","testes.L.R","weight.g","skeleton","wing.R.mm","tail.mm","bill.depth.mm","bill.width.mm","bill.culmen.mm","bill.nares.mm","tarsus1.mm","tarsus2.mm","alula","wing.spot.L.mm","wing.spot.R.mm","dorsal.photoID","side.photoID","crown.photoID","ventral.photoID","file.loc","comments_specimen","comments_analysis","Weight"
"612890","Setophaga caerulescens","10","Jun","89","Cooper Creek; 2mi SW Little Bald Mtn; Chattahoochee Nat'l Forest; 720m","Union","GA","M","GA.Union","South",34.76412,-84.00542,2628,"GRG","JPD","596-a,b","SY","6.5x5",9.1,"partial",60.8,49.2,3.1,4.1,11.3,7.8,NA,NA,"green",14.3,13.2,NA,2,2,2,NA,"","",NA
"612897","Setophaga caerulescens","23","Jun","89","George Creek, 1mi S Ripshin Lake, Cherokee Nat'l Forest; 1100m","Carter","TN","M","TN.Carter","South",36.16526,-82.13095,2601,"GRG","JPD","T-569-a,b","ASY","8x5",9,"partial",63.6,53.3,3.1,3.8,10.4,6.5,NA,NA,"blue",12.2,13,2,2,2,2,NA,"","wingspot missing primary- not measured",NA
"612898","Setophaga caerulescens","23","Jun","89","George Creek, 1mi S Ripshin Lake, Cherokee Nat'l Forest; 1100m","Carter","TN","M","TN.Carter","South",36.16526,-82.13095,2602,"GRG","JPD","T-570-a,b","ASY","8x6",8.95,"partial",65.3,53.7,3.2,3.7,10.6,7.9,17.9,NA,"blue",14.8,13.7,2,2,2,2,NA,"tail molt","",NA
"612907","Setophaga caerulescens","19","Jun","89","Right prong Rock Creek; 4mi SE Erwin, Cherokee Nat'l Forest; 960m","Unicoi","TN","M","TN.Unicoi","South",36.13795,-82.33957,2657,"GRG","CJD","625-a,b","ASY","7x6, 5x5",9.9,"partial",60.9,55.3,3,NA,11.5,7.2,NA,NA,"blue",16.1,17.3,3,4,2,3,NA,"broken nares","wing spot misaligned, auto-align",NA
"612911","Setophaga caerulescens","22","Jun","89","George Creek, 1mi SE Ripshin Lake, Cherokee Nat'l Forest; 1090m","Carter","TN","M","TN.Carter","South",36.16526,-82.13095,2664,"GRG","JPD","T-632-a,b","ASY","6.5x5.5",10.1,"partial",65.6,56,3,4.2,10.5,7,NA,NA,"blue",13.5,13.8,3,2,2,2,NA,"","",NA
"612912","Setophaga caerulescens","22","Jun","89","George Creek, 1mi S Ripshin Lake, Cherokee Nat'l Forest; 1100m","Carter","TN","M","TN.Carter","South",36.17533,-82.12236,2665,"GRG","JPD","633-a,b","ASY","8x6, 7x6",9.25,"partial",64.9,49.5,2.9,4.5,10.4,6.6,NA,NA,"blue",13.4,14.9,2,2,2,2,NA,"","auto-align; dorsal manually aligned",NA
"612914","Setophaga caerulescens","23","Jun","89","George Creek, 1mi S Ripshin Lake, Cherokee Nat'l Forest; 1100m","Carter","TN","M","TN.Carter","South",36.16526,-82.13095,2667,"GRG","CJD","T-635-a,b","ASY","10x7, 5x6",9.2,"partial",62.9,54,2.7,4.1,10.2,7,NA,NA,"blue",16.1,17.1,2,2,2,2,NA,"","",NA
"612915","Setophaga caerulescens","23","Jun","89","George Creek, 1mi S Ripshin Lake, Cherokee Nat'l Forest; 1100m","Carter","TN","M","TN.Carter","South",36.16526,-82.13095,2668,"GRG","CJD","T-636-a,b","ASY","7x5, 5x5",10.2,"partial",65.4,53,2.8,4.1,10.6,6.5,NA,NA,"blue",14.9,17.9,2,2,2,2,NA,"","auto-align",NA
"612916","Setophaga caerulescens","23","Jun","89","George Creek, 1mi S Ripshin Lake, Cherokee Nat'l Forest; 1100m","Carter","TN","M","TN.Carter","South",36.17533,-82.12236,2669,"GRG","JPD","637-a,b","ASY","8.5x6, 6.5x5",9.6,"partial",63.3,52,2.8,4.2,10.6,6.6,NA,NA,"blue",14.6,15.8,2,2,2,2,NA,"","auto-align",NA
"612917","Setophaga caerulescens","23","Jun","89","George Creek, 1mi S Ripshin Lake, Cherokee Nat'l Forest; 1100m","Carter","TN","M","TN.Carter","South",36.17533,-82.12236,2670,"GRG","JPD","638-a,b","SY","6.5x5",9.3,"partial",64.9,54.6,2.8,4.3,10.8,7,NA,NA,"green",7.3,7.9,2,2,2,2,NA,"","auto-align",NA
"612918","Setophaga caerulescens","20","Jun","89","Red Fork Indian Creek, 7.5mi E Erwin, Cherokee Nat'l Forest; 1320m","Unicoi","TN","M","TN.Unicoi","South",36.14038,-82.27038,2679,"GRG","JPD","647-a,b","SY",NA,9.3,"partial",61,NA,2.9,4.1,10.3,6.5,NA,NA,"green",14.1,12,3,4,2,3,NA,"gonads destroyed; tail gone; lower bill projected forward beyond upper bill (preparation)","wing spot misaligned, VR photo blown out on some channels, maybe need to remake, auto-align",NA
"612928","Setophaga caerulescens","19","Jun","89","Right prong Rock Creek; 5mi SE Erwin, Cherokee Nat'l Forest; 1050m","Unicoi","TN","M","TN.Unicoi","South",36.13795,-82.33957,2695,"GRG","CJD","663-a,b","ASY","6x5",10.1,"partial",62.8,54.3,3,4.1,11.1,7.4,NA,NA,"blue",11.5,13.9,3,2,2,3,NA,"","auto-align",NA
"612930","Setophaga caerulescens","19","Jun","88","Right prong Rock Creek; 4mi SE Erwin, Cherokee Nat'l Forest; 960m","Unicoi","TN","M","TN.Unicoi","South",36.1379,-82.35464,2702,"GRG","JPD","T-670-a,b","ASY","8x6",9.45,"partial",59.5,53.5,2.8,4.2,10.7,7.4,NA,NA,"blue",10.3,12,4,4,2,3,NA,"","wingspot misaligned, auto-align",NA
"612931","Setophaga caerulescens","19","Jun","89","Right prong Rock Creek; 4mi SE Erwin, Cherokee Nat'l Forest; 960m","Unicoi","TN","M","TN.Unicoi","South",36.13795,-82.33957,2703,"GRG","CJD","671-a,b","SY","6x5, NA",9.6,"partial",65.3,52.9,3,4.1,10.5,7.2,NA,NA,"green",10.2,14.4,3,3,2,3,NA,"","auto-align",NA
"612932","Setophaga caerulescens","19","Jun","89","Right prong Rock Creek; 4mi SE Erwin, Cherokee Nat'l Forest; 960m","Unicoi","TN","M","TN.Unicoi","South",36.13795,-82.33957,2704,"GRG","JPD","672-a,b","ASY","8x6, NA",9.8,"partial",64.3,56.3,3.1,4,9.9,6.7,NA,NA,"blue",15.1,14.2,3,3,2,3,NA,"","auto-align",NA
"612933","Setophaga caerulescens","19","Jun","89","Right prong Rock Creek; 4mi SE Erwin, Cherokee Nat'l Forest; 960m","Unicoi","TN","M","TN.Unicoi","South",36.13795,-82.33957,2705,"GRG","CJD","673-a,b","ASY","7x5, 5x5",9.1,"partial",63,51,2.8,4.2,10,6.6,NA,NA,"U",15.4,21.5,3,3,2,3,NA,"","auto-align",NA
"612939","Setophaga caerulescens","23","Jun","89","George Creek, 1mi S Ripshin Lake, Cherokee Nat'l Forest; 1100m","Carter","TN","M","TN.Carter","South",36.17533,-82.12236,2716,"GRG","JPD","684-a,b","ASY","7x5.5",9.6,"partial",64.7,50.5,3,4.2,10.7,6.4,NA,NA,"blue",14.9,13.7,2,2,2,2,NA,"","crown auto-align",NA
"612941","Setophaga caerulescens","20","Jun","89","Right prong Rock Creek; 4mi SE Erwin, Cherokee Nat'l Forest; 960m","Unicoi","TN","M","TN.Unicoi","South",36.13795,-82.33957,2720,"GRG","JPD","688-a,b","ASY","10x6.5, 7.5x5",9.6,"partial",62.1,54.8,3.1,4.5,12.1,7.7,NA,NA,"blue",19.7,21.3,3,3,2,3,NA,"","auto-align",NA
"613585","Setophaga caerulescens","12","Jun","90","Ottawa Nat'l Forest; 0.5mi E Bela Lake on FS rd 3614","Iron","MI","M","MI.Iron","North West",46.37789,-88.92817,2918,"GRG","JPD","754-a,b","ASY","10x6, 7x5",10.5,"partial",63.8,45.8,3.1,3.4,10,7,NA,NA,"blue",12.7,13.6,2,2,NA,2,NA,"skull ossified; bill black; feet/legs olive brown; no molt; stomach contents: insect mush","",NA
"613586","Setophaga caerulescens","12","Jun","90","Ottawa Nat'l Forest; 0.5mi E Bela Lake on FS rd 3614","Iron","MI","M","MI.Iron","North West",46.37789,-88.92817,2919,"GRG","JPD","755-a,b","ASY","6x4, 5x4",9.6,"partial",62.3,55.6,3.1,3.8,9.4,6.6,NA,NA,"blue",13.7,12.2,2,2,NA,2,NA,"skull ossified; bill black; feet/legs dark brown; stomach contents: insect mush; parasite found in lung cavity","",NA
"613591","Setophaga caerulescens","13","Jun","90","Ottawa Nat'l Forest; North Branch Paint River at FS Rd 3612","Iron","MI","M","MI.Iron","North West",46.29309,-88.91342,2903,"GRG","JPD","739-a,b","ASY","9x6, 7.5x5",9.8,"partial",64.1,49.6,3,3.9,11.1,7.3,NA,NA,"blue",13.1,15.8,2,2,NA,2,NA,"light fat; skull ossified; bill black; feet/legs olive brown; no wing molt; right side tail shot away; stomach contents: insect mush","",NA
"613592","Setophaga caerulescens","13","Jun","90","Ottawa Nat'l Forest; 0.5mi NE Killdeer Ave on FS Rd 3346","Iron","MI","M","MI.Iron","North West",46.35417,-88.95323,2943,"GRG","JPD","779-a,b","SY","6.5x5, 5.5x4.5",9.8,"partial",65,47.9,3.4,3.6,11.6,7.2,NA,NA,"green",10.4,9,2,2,2,2,NA,"skill ossified; bill black; feet/legs olive brown; no molt; lt fat; stomach: insect parts","",NA
"613593","Setophaga caerulescens","13","Jun","90","Ottawa Nat'l Forest; 0.5mi NE Killdeer Ave on FS Rd 3346","Iron","MI","M","MI.Iron","North West",46.35417,-88.95323,2944,"GRG","JPD","780-a,b","SY","7x4, 5x3",9.6,"partial",59.2,49.5,3.2,4.1,10.6,7.1,NA,NA,"green",8.8,6.3,2,2,2,2,NA,"skill ossified; bill black; feet/legs olive brown; lt fat; stomach: insect mush","",NA
"613594","Setophaga caerulescens","14","Jun","90","Ottawa Nat'l Forest; 0.5mi E Clear Lake on FS rd 3346","Iron","MI","M","MI.Iron","North West",46.36552,-88.94563,2904,"GRG","JPD","740-a,b","ASY","8x6.5, 7x5",9.5,"partial",59.6,50.3,3.4,3.8,9.4,6.8,NA,NA,"blue",13.9,13.4,2,2,2,2,NA,"skull ossified; bill black; feet olive brown; no molt; no fat","",NA
"613597","Setophaga caerulescens","14","Jun","90","Ottawa Nat'l Forest; 0.5mi NE Killdeer Ave on FS Rd 3346","Iron","MI","M","MI.Iron","North West",46.35368,-88.95335,2901,"GRG","JPD","T-737-a,b","SY","6.5x4.5, 6x4.5",10.2,"partial",64,52.8,3.1,4.2,10.5,7.3,NA,NA,"green",18.6,18,2,2,2,2,NA,"bill black; feet/legs olive brown; no fat; stomach: insect mush; skull ossified","",NA
"613598","Setophaga caerulescens","13","Jun","90","Ottawa Nat'l Forest; 0.5mi E Bela Lake on FS rd 3614","Iron","MI","M","MI.Iron","North West",46.37799,-88.91712,2910,"GRG","JPD","T-746-a,b","ASY","9x6, 6x4",9.4,"partial",63.7,47.8,NA,NA,9,7.4,NA,NA,"blue",16,15.5,2,2,2,2,NA,"bill black; feet/legs dark olive brown; no fat; no molt; stomach: caterpillar, insect remains; skull ossified","",NA
"613606","Setophaga caerulescens","15","Jun","90","Nicolet Nat'l Forest, 0.5mi W Upper Mile Lake on FS road 2178; 515m","Oneida","WI","M","WI.All","North West",45.90355,-89.06899,2912,"GRG","JPD","T-748-a,b","SY",NA,9.3,"partial",61,51.7,3,3.6,10.9,7.3,NA,NA,"green",14.5,14.9,2,2,2,2,NA,"bill black; feet/legs dark olive brown; no fat; no molt; stomach: insect mush; skull ossified; testes destroyed by shot","",NA
"613607","Setophaga caerulescens","15","Jun","90","Nicolet Nat'l Forest, Seven Mile Lake at FS Rd. 2178; 510m","Oneida","WI","M","WI.All","North West",45.90355,-89.06899,2948,"GRG","JPD","T-784-a,b","ASY","7x6.5, 6.5x5",9.8,"partial",63.9,52.7,3.2,4,11.8,7.9,NA,NA,"blue",18.9,17.6,2,2,2,2,NA,"bill black; feet/legs dark olive brown; no fat; no molt; stomach: insect mush; skull ossified; testes destroyed by shot","",NA
"613608","Setophaga caerulescens","15","Jun","90","Nicolet Nat'l Forest, Seven Mile Lake at FS Rd. 2178","Oneida","WI","M","WI.All","North West",45.90355,-89.06899,2949,"GRG","JPD","T-785-a,b","SY","7x5, 6x4.5",NA,"partial",63.8,51.1,3.1,4,10.4,7.6,NA,NA,"green",8.2,9.8,2,2,2,2,NA,"bill black; feet/legs olive brown; no fat; no molt; skull ossified","",NA
"613609","Setophaga caerulescens","16","Jun","90","Nicolet Nat'l Forest, North Branch Pine River on FS Rd 2174; 505m","Forest","WI","M","WI.Forest","North West",45.929,-88.861,2937,"GRG","JPD","T-773-a,b","SY","7x4.5, 5.5x5",9.7,"partial",62.1,51.3,2.9,4.3,10.4,7.1,NA,NA,"green",9.2,9.7,2,2,2,2,NA,"bill black; feet/legs olive brown; no fat; no molt; stomach: insect mush; skull ossified","",NA
"613610","Setophaga caerulescens","16","06","90","Nicolet National Forest, North Branch Pine River On F.S. Road 2174","Forest","WI","M","WI.All","North West",45.92878,-88.86034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6
"613611","Setophaga caerulescens","16","Jun","90","Nicolet Nat'l Forest, North Branch Pine River on FS Rd 2174; 505m","Oneida","WI","M","WI.All","North West",45.86375,-88.88867,2947,"GRG","JPD","T-783-a,b","ASY","7x5.5, 6x4.5",9.4,"partial",63.9,49.7,3,4.6,10.9,6.7,NA,NA,"blue",13.1,13.9,2,2,2,2,NA,"bill black; feet/legs light olive; no fat; no molt; stomach: caterpillar remains; skull ossified","",NA
"613612","Setophaga caerulescens","16","Jun","90","Nicolet Nat'l Forest, North Branch Pine River on FS Rd 2174; 505m","Oneida","WI","M","WI.All","North West",45.86375,-88.88867,2913,"GRG","JPD","T-749-a,b","ASY","5x4.5, NA",9.6,"partial",61.3,57,3,4.1,10.8,7.1,NA,NA,"blue",18.8,21.3,2,2,2,2,NA,"bill black; feet/legs dark olive brown; no fat; stomach: insect parts, caterpillar; skull ossified; R testis deflated","",NA
"613652","Setophaga caerulescens","24","Jun","90","1mi E Burns Lake","Renfrew","ON","M","ON.Renfrew","North Central",45.58094,-77.66086,2984,"GRG","JPD","820-a,b","ASY","7x4, 8x5",9.25,"partial",64,51.7,NA,NA,10.8,7,NA,NA,"blue",11.5,11.3,2,2,2,2,NA,"skull ossified; biil black; feet/legs olive dark brown; no fat; stomach: insect mush, small green caterpillar; upper and lower bill askew","",NA
"613654","Setophaga caerulescens","25","Jun","90","1mi E Burns Lake","Renfrew","ON","M","ON.Renfrew","North Central",45.58094,-77.66086,2986,"GRG","JPD","822-a,b","ASY","NA, 6x7.5",9.45,"partial",61.8,50.6,2.8,3.7,10.1,6.8,NA,NA,"blue",8.8,12.1,2,2,2,2,NA,"skull ossified; trace fat; stomach: caterpillar remains; L testis deflated","",NA
"613657","Setophaga caerulescens","25","Jun","90","Beaverdam Lake","Thunder Bay","ON","M","ON.Thunder","North Central",48.8665693,-86.9761973,2932,"GRG","JPD","768-a,b","ASY","7.5x5, 5.5x5",9.2,"partial",63.8,50.7,3.2,4.1,10.7,6.9,NA,NA,"blue",13.7,13.4,2,2,2,2,NA,"skull ossified; bill black; feet/legs dark olive brown; trace fat; stomach: caterpillar remains; no molt","",NA
"613658","Setophaga caerulescens","25","Jun","90","1mi S Beaverdam Lake","Thunder Bay","ON","M","ON.Thunder","North Central",48.8665693,-86.9761973,2933,"GRG","JPD","769-a,b","ASY","5x4, 8x6",9.35,"partial",62.3,51.2,2.7,3.9,10.7,7,NA,NA,"blue",11.5,11.1,2,2,2,2,NA,"skull ossified; bill black; feet/legs light brown; no fat; stomach: insect mush","",NA
"613660","Setophaga caerulescens","25","Jun","90","1mi S Beaverdam Lake","Thunder Bay","ON","M","ON.Thunder","North Central",48.8665693,-86.9761973,2935,"GRG","JPD","771-a,b","SY","5x4, 6x5",9.3,"partial",64.3,50.5,3.1,4.2,11.4,7.8,NA,NA,"green",10.4,11.8,2,2,2,2,NA,"skull ossified; bill black; feet/legs olive brown; no fat; stomach: insect parts","",NA
"613661","Setophaga caerulescens","26","Jun","90","3mi N Round Lake","Thunder Bay","ON","M","ON.Thunder","North Central",48.8665693,-86.9761973,2952,"GRG","JPD","788-a,b","SY","7x5, 6.5x5",9.6,"partial",60.1,51.2,2.9,3.9,10.4,6.9,NA,NA,"green",12.3,9.4,2,2,2,2,NA,"skull ossified; bill black; feet/legs dark olive; trace fat; stomach: caterpillar remains; no molt","",NA
"613662","Setophaga caerulescens","26","Jun","90","1mi S Beaverdam Lake","Thunder Bay","ON","M","ON.Thunder","North Central",48.8665693,-86.9761973,2982,"GRG","JPD","818-a,b","?SY","8x5x 6x4",9.1,"partial",59.1,53.7,3.1,4.3,11,7.3,NA,NA,NA,9.7,12.8,2,2,2,2,NA,"skull ossified; bill black; feet/legs dark olive brown; trace fat; stomach: caterpillar remains; no molt; no alula - age based primarily on tail and body measurements","",NA
"613663","Setophaga caerulescens","26","Jun","90","1mi S Beaverdam Lake","Thunder Bay","ON","M","ON.Thunder","North Central",48.8665693,-86.9761973,2983,"GRG","JPD","819-a,b","ASY","6x5, NA",9.5,"partial",60.8,52.6,3.1,4.2,11.6,7.7,NA,NA,"blue",12.1,14.3,2,2,2,2,NA,"skull ossified; bill black; feet/legs dark brown; trace fat; stomach: insect parts; no molt; R testis missing","",NA
"613669","Setophaga caerulescens","27","Jun","90","White Mountain Bay","Renfrew","ON","M","ON.Renfrew","North Central",45.6677817,-77.6868559,2973,"GRG","JPD","809-a,b","SY","6x5, 4x5",9.9,"partial",63,56.2,2.9,4.4,10.4,7.3,NA,NA,"green",8.7,9.6,2,2,2,2,NA,"skull ossified; bill black; feet/legs olive brown; no fat; stomach: insect parts; no molt","",NA
"613671","Setophaga caerulescens","27","Jun","90","White Mountain Bay","Renfrew","ON","M","ON.Renfrew","North Central",45.6677817,-77.6868559,2975,"GRG","JPD","811-a,b","SY","7x5.5, NA",10,"partial",61.5,52.4,3.4,3.9,10.6,7.3,NA,NA,"green",9.3,10.7,2,2,2,2,NA,"skull ossified; bill black; feet/legs olive brown; light fat; stomach: caterpillar, other insect parts; no molt; R testis ruptured","",NA
"613673","Setophaga caerulescens","27","Jun","90","White Mountain Bay","Renfrew","ON","M","ON.Renfrew","North Central",45.6677817,-77.6868559,2971,"GRG","JPD","807-a,b","ASY","7x6, 6x5",9.6,"partial",65.9,52.1,3.3,4,11.1,7,NA,NA,"blue",11.5,13.7,2,2,2,2,NA,"skull ossified; bill black; feet/legs olive brown; no fat; stomach: caterpillar remains; no molt","",NA
"613676","Setophaga caerulescens","27","Jun","90","3mi N. Round Lake","Renfrew","ON","M","ON.Renfrew","North Central",45.68915,-77.53545,2991,"GRG","JPD","827-a,b","SY","6x4.5, 6x6",9.7,"partial",58.7,51.4,3,4,11,7.3,NA,NA,"green",9.5,8.7,2,2,2,2,NA,"skull ossified; bill black; feet/legs olive brown; trace fat; stomach: caterpillar remains","",NA
"613677","Setophaga caerulescens","27","Jun","90","3mi N. Round Lake","Renfrew","ON","M","ON.Renfrew","North Central",45.68915,-77.53545,2992,"GRG","?","828-a,b","ASY","6x5, 7x5",8.5,"partial",61,54.4,NA,NA,NA,NA,NA,NA,"blue",15.2,12.5,2,2,2,2,NA,"skull ossified; bill black; feet/legs dark brown; no fat; stomach: insect mush; no molt; upper bill broken","",NA
"613690","Setophaga caerulescens","28","Jun","90","Beaverdam Lake","Thunder Bay","ON","M","ON.Thunder","North Central",48.8665693,-86.9761973,3005,"GRG","JPD","841-a,b","ASY","9.5x6.5, 7.5x5",9.3,"partial",66.3,53.6,3.5,4.4,10.8,7.4,NA,NA,NA,15.1,15.4,2,2,2,2,NA,"skull ossified; bill black; feet/legs olive brown; fat trace; stomach: caterpillar","",NA
"613691","Setophaga caerulescens","28","Jun","90","Beaverdam Lake","Thunder Bay","ON","M","ON.Thunder","North Central",48.8665693,-86.9761973,3006,"GRG","JPD","842-a,b","ASY","6x4.5, 6x6",9.7,"partial",62,48.9,3.1,4.3,10.2,6.8,NA,NA,"blue",13.2,11,2,2,2,2,NA,"","",NA
"614261","Setophaga caerulescens","15","Jun","90","St. Mary's Cemetary, 5mi NE Yoho Lake on Hwy 640","York","NB","M","NB.York","North East",45.794,-66.854,3014,"GRG","CJD","849-a,b","ASY","7x5, 6x5",9.6,"partial",66.6,51.9,3.1,3.7,10.2,6.5,NA,NA,"blue",16.9,15.2,3,2,2,3,NA,"no fat; bill black; feet/legs olive; no molt stomach saved","auto-align",NA
"614262","Setophaga caerulescens","16","Jun","91","3.9mi NE New Market (Hwy 3)","York","NB","M","NB.York","North East",45.82499,-66.919051,3015,"GRG","JPD","850-a,b","ASY","8.5x5, 7.5x5",10.19,"partial",65,51.8,3.6,3.7,10.1,6.8,NA,NA,"blue",13.3,15.6,3,2,2,3,NA,"no fat; bill black; feet/legs dark olive; no molt; stomach saved","auto-align",NA
"614268","Setophaga caerulescens","16","Jun","91","2.8mi NE New Market (Hwy 3)","York","NB","M","NB.York","North East",45.82499,-66.919051,3021,"GRG","JPD","856-a,b","SY","8.5x6, 6x5",10.5,"partial",60.1,51.5,3.1,4.2,10.1,7.1,NA,NA,"green",10.8,11,0,2,2,3,NA,"no fat; bill black; feet/legs dark olive; no molt; stomach saved","auto-align",NA
"614269","Setophaga caerulescens","16","Jun","91","2.7mi NE New Market (Hwy 3)","York","NB","M","NB.York","North East",45.82499,-66.919051,3022,"GRG","CJD","857-a,b","SY","8x5, 6x4",9.5,"partial",63.1,51.8,3.2,4.2,10.2,6.9,NA,NA,"green",11.2,11,3,2,2,3,NA,"no fat; bill black; feet/legs dark olive; no molt; stomach saved; most tail feathers missing","auto-align",NA
"614270","Setophaga caerulescens","17","Jun","91","3.6mi NE New Market (Hwy 3)","York","NB","M","NB.York","North East",45.82499,-66.919051,3023,"GRG","JPD","858-a,b","SY","6.5x5, 5.5x4.5",9.5,"partial",60.95,50.15,3.1,3.95,10.45,7.45,NA,NA,"green",9.7,NA,3,2,2,3,NA,"no fat; bill black; feet/legs dark olive; no molt; stomach saved; badly shot; R wing missing primaries- no wingspot measure; top mandible broken","auto-align",NA
"614273","Setophaga caerulescens","17","Jun","91","0.3mi E Lake Magaguadavic on rad to upper Magaguadavic","York","NB","M","NB.York","North East",45.75421,-67.18008,3026,"GRG","CJD","861-a,b","ASY","NA, 5x4",9.8,"partial",65.1,55.5,3.3,4.2,NA,NA,NA,NA,"blue",11.6,10.4,3,2,2,3,NA,"no fat; bill black; feet/legs olive; no molt; stomach saved; L testis brown in color and deflated; tip of upper bill shot","auto-align",NA
"614276","Setophaga caerulescens","17","Jun","91","1mi NW Mud Lake","York","NB","M","NB.York","North East",45.71443,-66.86854,3029,"GRG","JPD","864-a,b","ASY","7.5x5.5, 7.5x5.5",10.2,"partial",60.6,51.9,3.7,4,10.2,7.1,NA,NA,"blue",13,15.1,3,2,2,3,NA,"bill black; feet/legs dark olive; no molt; stomach saved","auto-align",NA
"614277","Setophaga caerulescens","17","Jun","91","1mi NW Mud Lake","York","NB","M","NB.York","North East",45.71443,-66.86854,3030,"GRG","CJD","865-a,b","ASY","8x6, NA",9.9,"partial",63.4,56,3.4,4.3,9.2,6.8,NA,NA,"blue",15.7,16.6,3,2,2,3,NA,"bill black; feet/legs dark olive; no molt; stomach saved; R testis deflated; both wings damaged by shot","auto-align",NA
"614278","Setophaga caerulescens","17","Jun","91","1mi NW Mud Lake","York","NB","M","NB.York","North East",45.71443,-66.86854,3031,"GRG","JPD","866-a,b","SY","NA, 6x1",9.7,"partial",62.8,56.2,NA,NA,NA,NA,NA,NA,"green",15.3,12.4,3,2,2,3,NA,"bill black; feet/legs dark olive;  stomach saved; L testis deflated, top mandible broken at tip","auto-align",NA
"614279","Setophaga caerulescens","11","Jun","91","Musquodobit River; 0.9mi N Crawford Bridge","Halifax","NS","M","NS.Halifax","North East",44.9230007,-63.2413358,3032,"GRG","JPD","867-a,b","SY","6x5, 6x5",10.2,"partial",61.8,46.4,3.3,4.1,9,6.7,NA,NA,"green",8.3,8.7,2,2,NA,2,NA,"no fat; bill black; feet/legs olive; no molt; stomach saved","",NA
"614280","Setophaga caerulescens","11","Jun","91","Musquodobit River; 0.4mi N Crawford Bridge","Halifax","NS","M","NS.Halifax","North East",44.9230007,-63.2413358,3033,"GRG","CJD","868-a,b","ASY","6x5, 6x5",10.2,"partial",63,53.1,3.4,4.3,10.8,6.8,NA,NA,"blue",13.3,14.8,2,2,2,2,NA,"no fat; bill black; feet/legs olive; no molt; stomach saved","",NA
"614281","Setophaga caerulescens","12","Jun","91","Musquodobit River; Crawford Bridge","Halifax","NS","M","NS.Halifax","North East",44.9230007,-63.2413358,3034,"GRG","JPD","869-a,b","ASY","6x5, 5.5x4.5",9.7,"partial",62.8,50.6,3,3.8,10.6,6.9,NA,NA,"blue",13.9,14,2,2,2,2,NA,"no fat; bill black; feet/legs olive; no molt; stomach saved","",NA
"614282","Setophaga caerulescens","12","Jun","91","Musquodobit River; Crawford Bridge","Halifax","NS","M","NS.Halifax","North East",44.9230007,-63.2413358,3035,"GRG","CJD","870-a,b","SY","6x5, 5x4",10.9,"partial",63.6,51.7,3.4,4.1,11.2,7.3,NA,NA,"blue",8.6,8.8,2,2,2,2,NA,"no fat; bill black; feet/legs light olive; no molt; stomach saved","",NA
"614283","Setophaga caerulescens","12","Jun","91","Dollar Lake","Halifax","NS","M","NS.Halifax","North East",44.9144398,-63.3232274,3036,"GRG","JPD","871-a,b","ASY","7x5",10.6,"partial",61.1,52.8,NA,NA,10.9,6.7,NA,NA,"blue",12.9,14.4,2,2,2,2,NA,"light fat; bill black; feet/legs dark olive; stomach saved; head damaged by shot; lower mandible protruding forward","",NA
"614284","Setophaga caerulescens","12","Jun","91","Dollar Lake","Halifax","NS","M","NS.Halifax","North East",44.9144398,-63.3232274,3037,"GRG","CJD","872-a,b","SY","6x5, 5x4",10.4,"partial",65.7,50.9,3.3,4.1,10.3,6.4,NA,NA,"green",7.3,8.2,2,2,2,2,NA,"no fat; bill black; feet/legs light olive; stomach saved","",NA
"614285","Setophaga caerulescens","12","Jun","91","Dollar Lake","Halifax","NS","M","NS.Halifax","North East",44.9144398,-63.3232274,3038,"GRG","JPD","873-a,b","ASY","9x5.5,6x4.5",11.7,"partial",66.3,50.3,3,4.3,10.8,7,NA,NA,"blue",14.4,13.9,2,2,2,2,NA,"light fat; bill black; feet/legs dark olive; stomach saved; no molt","",NA
"614287","Setophaga caerulescens","23","Jun","91","Frenchtown Township; 1.5mi SE Kokadjo on S. shore First Roach Lake","Piscataquis","ME","M","ME.Piscataquis","North East",45.6711541,-69.4469979,3040,"GRG","JPD","875-a,b","SY","7x5.5, NA",9.4,"partial",60.3,49.2,2.8,3.6,10.8,7.3,NA,NA,"green",9.2,8,NA,2,2,2,NA,"stomach saved; bill black; feet/legs olive","",NA
"614288","Setophaga caerulescens","23","Jun","91","Frenchtown Township; 3 mi ESE Kokadjo on S. shore First Roach Lake","Piscataquis","ME","M","ME.Piscataquis","North East",45.6711541,-69.4469979,3041,"GRG","CJD","876-a,b","SY","6x4, 5x4",9.9,"partial",62.5,50.1,NA,4.3,9.9,7.7,NA,NA,"green",11,11.7,2,4,3,2,NA,"no fat; stomach saved; bill black; feet/legs olive; broken lower mandible","",NA
